date,average_price,total_volume,_4046,_4225,_4770,total_bags,type,year,geography
2016-08-28,1.090000033,23545768,12561056,10420973,563738.5625,10448164,conventional,2016,Total U.S.
2016-08-28,1.49000001,457760.8125,135742.7656,316907.2813,5110.77002,490770.0625,organic,2016,Total U.S.
2016-09-04,1.039999962,26267660,14643466,11083513,540680.875,10863029,conventional,2016,Total U.S.
2016-09-04,1.539999962,486874.5938,137842.7969,344378.75,4653.040039,565214.1875,organic,2016,Total U.S.
2016-09-11,1.080000043,23855362,12962763,10380438,512160.2813,10271370,conventional,2016,Total U.S.
2016-09-11,1.519999981,483144.5938,144991.2031,334671.5313,3481.850098,620344.25,organic,2016,Total U.S.
2016-09-18,1.149999976,21305330,11337829,9481313,486187.375,10040762,conventional,2016,Total U.S.
2016-09-18,1.669999957,398260.4375,127014.6719,266648.5,4597.27002,473367.125,organic,2016,Total U.S.
2016-09-25,1.220000029,20296580,10548061,9255914,492604.3125,10008534,conventional,2016,Total U.S.
2016-09-25,1.690000057,396955.0625,119993.5781,272553.75,4407.75,411936.875,organic,2016,Total U.S.
2021-12-26,1.580000043,150985.1875,66962.42188,83661.07031,361.7000122,1160951.125,organic,2021,Total U.S.
2021-11-28,1.620000005,150496.1563,65280.17188,85003.1875,212.7899933,940298.4375,organic,2021,Total U.S.
2021-12-19,1.570000052,166588.5,75079.39844,90894.35938,614.75,1151748.625,organic,2021,Total U.S.
2021-11-21,1.610000014,171908.5,78069.15625,93460.50781,378.8299866,1090665.5,organic,2021,Total U.S.
2021-11-14,1.590000033,175366.2344,75786.78906,99321.77344,257.6799927,1176736,organic,2021,Total U.S.
2021-10-24,1.629999995,195258.6719,91416.78125,103582.0703,259.8200073,1103356.375,organic,2021,Total U.S.
2021-10-10,1.629999995,201102.1563,96627.24219,104361.4922,113.4199982,1123056.875,organic,2021,Total U.S.
2021-07-18,1.74000001,172481.5156,67727.57813,104569.8828,184.0599976,1015849.5,organic,2021,Total U.S.
2021-06-06,1.690000057,174887.875,67043.78125,107559.6406,284.4500122,1236393,organic,2021,Total U.S.
2021-10-03,1.659999967,188864.7344,80574.42969,108183.2813,107.0299988,1029193.438,organic,2021,Total U.S.
2021-06-13,1.669999957,181622.7344,72302.63281,109068.7969,251.3200073,1229671.625,organic,2021,Total U.S.
2021-08-08,1.779999971,197217.625,87536.42969,109516.2188,164.9600067,998375.6875,organic,2021,Total U.S.
2021-09-26,1.700000048,202125.0625,91942.4375,110019.7578,162.8600006,970329.5,organic,2021,Total U.S.
2021-08-15,1.75,194541.3594,84202.5,110189.5,149.3600006,1021234.375,organic,2021,Total U.S.
2021-10-31,1.570000052,199007.1094,88383.57031,110513.8594,109.6800003,1144378.625,organic,2021,Total U.S.
2021-11-07,1.629999995,203995.6563,92602.74219,111229.8125,163.0899963,1106191.625,organic,2021,Total U.S.
2021-09-05,1.710000038,201354.7344,89474.5,111764.2266,116,1105259.5,organic,2021,Total U.S.
2021-10-17,1.659999967,188047.5625,75657.5625,112247.4375,142.5700073,1051494,organic,2021,Total U.S.
2021-04-18,1.639999986,209099.1406,94966.82813,112604.7813,1527.540039,1347256.25,organic,2021,Total U.S.
2021-05-30,1.659999967,186779.4375,73916.6875,112605.5078,257.2399902,1245514.25,organic,2021,Total U.S.
2021-08-22,1.74000001,193954.9219,80381.15625,113398.2969,175.4600067,1079497.25,organic,2021,Total U.S.
2021-05-23,1.590000033,189515.7031,74606.38281,114646.1563,263.1700134,1345779.5,organic,2021,Total U.S.
2021-04-04,1.620000005,200047.1875,81070.35156,115875.9766,3100.860107,1288160.25,organic,2021,Total U.S.
2021-08-29,1.730000019,206145.2344,90078.64844,115939.9063,126.6800003,1083710.875,organic,2021,Total U.S.
2021-04-11,1.639999986,214985.7656,94921.27344,116084.6797,3979.810059,1263093.5,organic,2021,Total U.S.
2021-09-12,1.720000029,202600.4063,85525.99219,116905.75,168.6799927,1078869.5,organic,2021,Total U.S.
2021-04-25,1.679999948,244517.5,126616.1563,117122.0938,779.25,1294746.75,organic,2021,Total U.S.
2021-09-19,1.769999981,220853.4375,99603.53125,120916.4609,333.4400024,1005562.375,organic,2021,Total U.S.
2021-03-28,1.539999962,209398.0938,81010.29688,123806.4531,4581.350098,1245162.625,organic,2021,Total U.S.
2021-05-02,1.570000052,258726.375,133069.125,125336.2031,321.0499878,1267358.5,organic,2021,Total U.S.
2021-05-16,1.659999967,227561.5156,94334.39844,132882.0781,345.0400085,1182981.75,organic,2021,Total U.S.
2021-03-14,1.5,217517.9688,78253.14063,135592.2344,3672.590088,1199054,organic,2021,Total U.S.
2021-03-21,1.50999999,233136.1563,93939.70313,135833.625,3362.820068,1189865.375,organic,2021,Total U.S.
2021-01-31,1.460000038,221724.9375,81600.27344,136880.2031,3244.449951,1184072.625,organic,2021,Total U.S.
2021-05-09,1.600000024,245205.2031,107740.8906,137051.6406,412.6700134,1273244.75,organic,2021,Total U.S.
2021-01-17,1.50999999,256315,103703.9609,137256.7969,15354.24023,1118517.875,organic,2021,Total U.S.
2021-01-24,1.460000038,240241.25,94730.53125,141181.6094,4329.109863,1160300.25,organic,2021,Total U.S.
2021-01-10,1.450000048,307217.4375,90362.52344,142393.625,74461.29688,1189394.25,organic,2021,Total U.S.
2021-12-12,1.539999962,222312.0938,78900.49219,143254.9844,156.6199951,1200946,organic,2021,Total U.S.
2021-02-21,1.440000057,297694.9688,91390.92188,151496.4844,54807.57813,1120232.5,organic,2021,Total U.S.
2021-08-01,1.779999971,225691.375,70499.96875,154787.125,404.2799988,956718,organic,2021,Total U.S.
2021-02-07,1.389999986,241238.7188,81040.64063,156159.2656,4038.820068,1200572.5,organic,2021,Total U.S.
2021-02-14,1.440000057,247820.5938,84641.20313,158207.8125,4971.580078,1113605.75,organic,2021,Total U.S.
2021-01-04,1.419999957,247040.625,84135.34375,159981.375,2923.939941,972149.8125,organic,2021,Total U.S.
2021-12-05,1.570000052,264962.1875,84069.15625,180779.2344,113.8000031,1103508,organic,2021,Total U.S.
2021-03-07,1.429999948,323036.7188,83600.38281,235052.9844,4383.350098,1262537.375,organic,2021,Total U.S.
2021-07-25,1.710000038,316205.875,71097.79688,244372.5781,735.4699707,973445.375,organic,2021,Total U.S.
2021-02-28,1.429999948,429660.7813,82554.39844,333825.6875,13280.69043,1179766.625,organic,2021,Total U.S.
2021-11-28,1.200000048,12538491,8409874,3820985.5,307631.75,8009946.5,conventional,2021,Total U.S.
2021-12-26,1.200000048,13546105,9098556,4138087.25,309461.4063,9175924,conventional,2021,Total U.S.
2021-11-21,1.190000057,13717753,9131475,4275796.5,310482.0625,9035572,conventional,2021,Total U.S.
2021-12-19,1.200000048,13759114,9157380,4316807,284926.375,9091047,conventional,2021,Total U.S.
2021-10-17,1.179999948,14870226,9965845,4532508,371873.3125,10231563,conventional,2021,Total U.S.
2021-12-12,1.149999976,14559673,9682697,4555483.5,321492.3438,9548829,conventional,2021,Total U.S.
2021-10-24,1.159999967,15097332,10135904,4556780.5,404647.25,9224800,conventional,2021,Total U.S.
2021-10-31,1.139999986,14874501,9963902,4559559,351039.9375,9788638,conventional,2021,Total U.S.
2021-12-05,1.100000024,15636636,10490292,4801701,344643.6875,8873777,conventional,2021,Total U.S.
2021-11-14,1.159999967,14412037,9247959,4837843,326235.75,10289709,conventional,2021,Total U.S.
2021-10-03,1.179999948,15637591,10381727,4851001.5,404862.8438,9248538,conventional,2021,Total U.S.
2021-10-10,1.210000038,15546770,10146468,4968169.5,432131.5313,9876233,conventional,2021,Total U.S.
2021-11-07,1.129999995,14841206,9375438,5102091,363677.8438,10004971,conventional,2021,Total U.S.
2021-09-26,1.169999957,16141416,10309032,5458645.5,373738.1563,9875295,conventional,2021,Total U.S.
2021-09-19,1.169999957,16174233,10045335,5629906.5,498991.625,10023874,conventional,2021,Total U.S.
2021-09-12,1.149999976,16465896,9743073,6142831,579992.5625,10038359,conventional,2021,Total U.S.
2021-09-05,1.080000043,17211536,10205925,6533650,471960.625,11700434,conventional,2021,Total U.S.
2021-04-11,1.159999967,18440090,11305865,6749597,384629.2188,10701492,conventional,2021,Total U.S.
2021-04-25,1.169999957,18658060,11504718,6776506.5,376834.7188,11225173,conventional,2021,Total U.S.
2021-08-22,1.100000024,16574800,9333883,6801658.5,439257.5625,11255575,conventional,2021,Total U.S.
2021-04-18,1.190000057,19260946,11856522,7007016,397408.1563,11199712,conventional,2021,Total U.S.
2021-05-16,1.149999976,18352380,10806593,7064001,481785.5938,10385495,conventional,2021,Total U.S.
2021-08-29,1.090000033,17234094,9595057,7095884.5,543151.75,10438946,conventional,2021,Total U.S.
2021-06-13,1.139999986,18869174,11335780,7112215,421178.7813,11133955,conventional,2021,Total U.S.
2021-07-25,1.070000052,18026768,10081026,7171439,774303.625,10727282,conventional,2021,Total U.S.
2021-06-06,1.149999976,18948582,11386864,7172742,388976.2813,10861249,conventional,2021,Total U.S.
2021-06-27,1.139999986,18950256,11328715,7179174,442366.8438,9880721,conventional,2021,Total U.S.
2021-04-04,1.169999957,18768612,11011181,7223163,534268.1875,11485366,conventional,2021,Total U.S.
2021-08-01,1.110000014,16812916,9047827,7242651,522438.625,10500168,conventional,2021,Total U.S.
2021-05-23,1.129999995,18379268,10695986,7292984,390297.8438,10862258,conventional,2021,Total U.S.
2021-07-18,1.039999962,18445284,10342606,7308794.5,793882.6875,12105779,conventional,2021,Total U.S.
2021-08-08,1.100000024,17729952,9826355,7350080.5,553516.6875,9836934,conventional,2021,Total U.S.
2021-07-11,1.070000052,19121144,11226486,7399309,495348.5938,10813166,conventional,2021,Total U.S.
2021-05-30,1.190000057,19001518,11098233,7411199,492086.3125,10934965,conventional,2021,Total U.S.
2021-08-15,1.100000024,17568696,9452999,7462214.5,653482.625,10493649,conventional,2021,Total U.S.
2021-03-28,1.090000033,18565974,10614815,7470401,480758.1875,11388155,conventional,2021,Total U.S.
2021-02-21,0.970000029,19088820,11164466,7523442,400912.8438,10282433,conventional,2021,Total U.S.
2021-03-14,1,19781848,11575866,7714614,491368.2188,11795886,conventional,2021,Total U.S.
2021-01-10,0.930000007,20493546,11949418,7940367.5,603760.9375,11738953,conventional,2021,Total U.S.
2021-05-09,1.129999995,20673202,12259276,7959115.5,454810,10820390,conventional,2021,Total U.S.
2021-07-04,1.129999995,20069184,11514749,7961384.5,593050.375,10837242,conventional,2021,Total U.S.
2021-06-20,1.159999967,19294120,10787503,7969421,537196.625,10532019,conventional,2021,Total U.S.
2021-01-31,0.949999988,20589458,12041263,8090331,457863.1563,11595942,conventional,2021,Total U.S.
2021-05-02,1.080000043,21452306,12830101,8101757.5,520446.4063,11148978,conventional,2021,Total U.S.
2021-03-07,0.980000019,20036086,11261315,8200831.5,573939.75,12206632,conventional,2021,Total U.S.
2021-02-28,0.930000007,20281816,11262423,8257862,761531.3125,11038553,conventional,2021,Total U.S.
2021-03-21,1.00999999,19743740,10805832,8310816,627092.875,10966878,conventional,2021,Total U.S.
2021-02-14,0.920000017,21014626,11962641,8356793.5,695190.125,11361928,conventional,2021,Total U.S.
2021-01-17,0.949999988,21302848,11957105,8410748,934994.6875,11653823,conventional,2021,Total U.S.
2021-01-24,0.930000007,21711474,11765943,9108384,837146.3125,11102726,conventional,2021,Total U.S.
2021-01-04,0.850000024,22604408,12241081,9415961,947364.9375,10088298,conventional,2021,Total U.S.
2021-02-07,0.850000024,26044832,14455952,10555610,1033270.563,12999193,conventional,2021,Total U.S.
2022-01-23,1.279999971,16418829,10791339,5120980.5,506509.2813,9976787,conventional,2022,Total U.S.
2022-01-16,1.25999999,17194500,11688315,5112327.5,393857.8438,10799932,conventional,2022,Total U.S.
2022-01-09,1.179999948,17119126,11077150,5607291,434685.8125,10185071,conventional,2022,Total U.S.
2022-01-03,1.059999943,18329140,11396848,6244354.5,687937.0625,9921616,conventional,2022,Total U.S.
2022-01-23,1.549999952,232822.2188,129479.6484,103121.2266,221.3399963,1386022.25,organic,2022,Total U.S.
2022-01-16,1.570000052,207749.1875,103329.8672,104259.3203,159.9900055,1402771.875,organic,2022,Total U.S.
2022-01-09,1.529999971,208038.7344,98565.57031,109056.7031,416.4599915,1422562,organic,2022,Total U.S.
2022-01-03,1.570000052,193860.2031,91929.85156,101722.1563,208.1900024,1157024.625,organic,2022,Total U.S.
2022-02-20,1.269999981,17652040,12621520,4625471,405050,10208384,conventional,2022,Total U.S.
2022-02-13,1.200000048,23147924,16101356,6333174.5,713393.0625,11936544,conventional,2022,Total U.S.
2022-02-06,1.289999962,16306512,11111961,4830715,363835.5,10674945,conventional,2022,Total U.S.
2022-01-30,1.25999999,18041572,11981118,5610790,449663.8438,10158670,conventional,2022,Total U.S.
2022-02-20,1.649999976,169807.6406,78554.72656,90923.09375,329.8200073,1310654.875,organic,2022,Total U.S.
2022-02-13,1.610000014,181755.2031,79653.71875,101855.3984,246.0800018,1391794.5,organic,2022,Total U.S.
2022-02-06,1.629999995,192709.0469,85530.67188,106848.9609,329.4100037,1366382,organic,2022,Total U.S.
2022-01-30,1.570000052,209328.2813,105230.2109,103896.3438,201.7299957,1441027.125,organic,2022,Total U.S.
2022-03-20,1.379999995,15180764,10740669,4107217.5,332876.9375,9555697,conventional,2022,Total U.S.
2022-03-13,1.389999986,15237297,10573570,4350744.5,312982.3438,9498296,conventional,2022,Total U.S.
2022-03-06,1.389999986,14783548,10073051,4415784,294712.0938,9705505,conventional,2022,Total U.S.
2022-02-27,1.350000024,16489600,11132732,4978426.5,378441.8438,9797241,conventional,2022,Total U.S.
2022-03-20,1.710000038,164122.5313,71963.38281,91871.79688,287.3500061,1335183.875,organic,2022,Total U.S.
2022-03-13,1.710000038,160901.7344,69810.61719,90794.17188,296.9500122,1351471,organic,2022,Total U.S.
2022-03-06,1.679999948,163569.5469,67119.28906,96259.65625,190.5899963,1194764.25,organic,2022,Total U.S.
2022-02-27,1.620000005,164936,71119.00781,93599.85938,217.1300049,1341780.375,organic,2022,Total U.S.
2022-04-17,1.460000038,14234923,10006323,3992701,235898.7031,10737505,conventional,2022,Total U.S.
2022-04-10,1.370000005,15298928,10917582,4116272.25,265073.375,11102565,conventional,2022,Total U.S.
2022-04-03,1.389999986,15494187,10709881,4529176.5,255128.9531,9892408,conventional,2022,Total U.S.
2022-03-27,1.419999957,16034223,11239153,4480618,314451.875,9815562,conventional,2022,Total U.S.
2022-04-17,1.769999981,192613.5938,98894.63281,93306.07031,412.8900146,1366905.125,organic,2022,Total U.S.
2022-04-10,1.730000019,192197.5156,84439.07031,107442.5078,315.9400024,1417980.875,organic,2022,Total U.S.
2022-04-03,1.700000048,181378.2031,73724.5,107346.9297,306.769989,1495281.875,organic,2022,Total U.S.
2022-03-27,1.710000038,163788.7344,73187.07813,90293.07031,308.5799866,1410866.125,organic,2022,Total U.S.
2022-05-15,1.529999971,14718093,10374431,3930661.75,413000.5313,8398727,conventional,2022,Total U.S.
2022-05-08,1.440000057,17194634,12184175,4543494,466965.9063,9978109,conventional,2022,Total U.S.
2022-05-01,1.379999995,17567534,11972528,5342335.5,252670.7969,11014672,conventional,2022,Total U.S.
2022-04-24,1.470000029,14375025,9957646,4221324,196054.7188,9488409,conventional,2022,Total U.S.
2022-05-15,1.830000043,186398.4063,97978.99219,88288.07031,131.3399963,1328154.375,organic,2022,Total U.S.
2022-05-08,1.789999962,168625.2969,79347.11719,89210.1875,67.98000336,1328739.875,organic,2022,Total U.S.
2022-05-01,1.830000043,184818.0156,77669.07813,107024.7969,124.1399994,1083373.75,organic,2022,Total U.S.
2022-04-24,1.779999971,175322.5156,85842.42188,89151.34375,328.75,1228804.625,organic,2022,Total U.S.
2022-06-12,1.49000001,15376827,10765239,4430409.5,181178.5156,8667298,conventional,2022,Total U.S.
2022-06-05,1.50999999,16613119,11152965,5306786,153368.0469,8481624,conventional,2022,Total U.S.
2022-05-29,1.570000052,15482421,10893844,4418320,170256.4531,8304674.5,conventional,2022,Total U.S.
2022-05-22,1.570000052,14699309,10358499,4115844.75,224964.875,8702451,conventional,2022,Total U.S.
2022-06-12,1.860000014,1331403.75,268523.9688,393.75,1062486,1689369.875,organic,2022,Total U.S.
2022-06-05,1.870000005,1470807.875,262256.4688,285.4599915,1208265.875,1749271.25,organic,2022,Total U.S.
2022-05-29,1.870000005,1517051.25,266996.125,308.3999939,1249746.625,1787293.5,organic,2022,Total U.S.
2022-05-22,1.870000005,1505091.875,262964.9688,350.7900085,1241776,1720640.125,organic,2022,Total U.S.
2022-07-10,1.450000048,15166474,9659306,5082242.5,424924.7813,8954416,conventional,2022,Total U.S.
2022-07-03,1.49000001,15459867,9777696,5293619.5,388551.3438,8542986,conventional,2022,Total U.S.
2022-06-26,1.50999999,15009305,9965782,4746286,297236.25,8129090.5,conventional,2022,Total U.S.
2022-06-19,1.49000001,15980338,10330303,5391553.5,258480.9688,8830555,conventional,2022,Total U.S.
2022-07-10,1.940000057,169066.9375,72808.00781,96125.10156,133.8300018,945825.5625,organic,2022,Total U.S.
2022-07-03,1.899999976,197739.25,82404.32813,115199.7578,135.1600037,1011719.875,organic,2022,Total U.S.
2022-06-26,1.919999957,180030.9688,78001.64844,101924.4609,104.8600006,1054780.5,organic,2022,Total U.S.
2022-06-19,1.909999967,162718.1875,71283.32031,91328.64063,106.2300034,1178614.5,organic,2022,Total U.S.
2022-08-07,1.299999952,15377878,9703747,5214147.5,459984.4063,10439258,conventional,2022,Total U.S.
2022-07-31,1.340000033,15606957,9315680,5860115,431162.3438,9600374,conventional,2022,Total U.S.
2022-07-24,1.379999995,15420720,9879362,5026590,514767.125,9245398,conventional,2022,Total U.S.
2022-07-17,1.389999986,16513349,9947343,6069836,496170.5938,9256713,conventional,2022,Total U.S.
2022-08-07,1.909999967,168927.4219,82526.71094,86195.96875,204.7400055,930823.125,organic,2022,Total U.S.
2022-07-31,1.909999967,152397.9844,68490.27344,83661.97656,245.7400055,945757,organic,2022,Total U.S.
2022-07-24,1.950000048,155415.4531,67812.13281,87370.70313,232.6199951,1010104.25,organic,2022,Total U.S.
2022-07-17,2,158212.9063,74524.79688,83532.57031,155.5299988,930079.6875,organic,2022,Total U.S.
2022-09-04,1.190000057,16924538,10220743,5806287,897507.375,9539876,conventional,2022,Total U.S.
2022-08-28,1.230000019,15405393,9746720,5146615,512058.1563,9295650,conventional,2022,Total U.S.
2022-08-21,1.25,15863294,9600739,5640096,622458.5,9209156,conventional,2022,Total U.S.
2022-08-14,1.25999999,16000913,10075338,5386617.5,538956.9375,10044250,conventional,2022,Total U.S.
2022-09-04,1.75,237706.7031,149571.2344,88013.64063,121.8199997,911739.4375,organic,2022,Total U.S.
2022-08-28,1.74000001,212591,127170.0938,85271.97656,148.9299927,979321.75,organic,2022,Total U.S.
2022-08-21,1.830000043,166774.9531,86186.82813,80442.89844,145.2299957,994827.25,organic,2022,Total U.S.
2022-08-14,1.799999952,216658.3125,129527.6797,86921.59375,209.0399933,1011691.75,organic,2022,Total U.S.
2022-10-02,1.139999986,14682523,9061771,5105685.5,515066.375,8772892,conventional,2022,Total U.S.
2022-09-25,1.139999986,15556182,9596243,5448848,511091.5313,8863039,conventional,2022,Total U.S.
2022-09-18,1.169999957,15262064,9961240,4829680,471144.3438,9097390,conventional,2022,Total U.S.
2022-09-11,1.179999948,16108829,9833257,5520280,755292.3125,9842360,conventional,2022,Total U.S.
2022-10-02,1.629999995,196921.2969,104562.4609,92204.63281,154.1999969,971326.6875,organic,2022,Total U.S.
2022-09-25,1.700000048,191537.0625,98322.50781,93073.6875,140.8699951,954991.0625,organic,2022,Total U.S.
2022-09-18,1.75999999,210553.3438,86449.97656,123954.7578,148.6100006,986711.8125,organic,2022,Total U.S.
2022-09-11,1.769999981,275073.0625,94473.42188,180337.2031,262.4400024,960089.5625,organic,2022,Total U.S.
2022-11-06,1.059999943,15798619,9823667,5532238,442713.375,10283440,conventional,2022,Total U.S.
2022-10-30,1.080000043,15544385,9637222,5439610.5,467552.75,9255703,conventional,2022,Total U.S.
2022-10-23,1.110000014,15413215,9424207,5490700,498307.875,9084139,conventional,2022,Total U.S.
2022-10-16,1.110000014,14683998,9588472,4733127,362398.7813,9539789,conventional,2022,Total U.S.
2022-10-09,1.139999986,15929592,9770369,5632739.5,526483.75,8655926,conventional,2022,Total U.S.
2022-11-06,1.519999981,195999.8438,113298.2578,82602.17969,99.40000153,1020648.625,organic,2022,Total U.S.
2022-10-30,1.539999962,183833.4219,102912.7109,80861.27344,59.43999863,994980.6875,organic,2022,Total U.S.
2022-10-23,1.559999943,194501.2188,109116.25,85330.78125,54.18999863,948393.125,organic,2022,Total U.S.
2022-10-16,1.620000005,213792.7031,114772.7969,98975.32031,44.59000015,916943.25,organic,2022,Total U.S.
2022-10-09,1.629999995,178221.8125,93562.29688,84130.3125,529.2000122,987087.1875,organic,2022,Total U.S.
2022-12-04,1.059999943,16039772,9636682,6073698.5,329392.3438,8905966,conventional,2022,Total U.S.
